Name,Latest Chapter,Dated Released,depth,Genre,Status,Rating,img-link
"Entangled With His Cold Excellency, The Scourge",Chapter 4,"Aug 10,20",149,"Comedy,Romance",Ongoing,4.13,https://avt.mkklcdnv6temp.com/45/b/21-1596628551.jpg
Shachiku To Gal Ga Irekawarimashite,Chapter 21: Corporate Slave And Gal [End],"Jul 28,20",152,"Comedy,Drama,Gender bender,Romance,School life,Shounen",Ongoing,4.13,https://avt.mkklcdnv6temp.com/6/m/21-1588305194.jpg
Juice Wo Nondara Xxx Ni Nacchau Onnanoko.,Chapter 4,"Jul 07,20",156,Yuri,Ongoing,4.13,https://avt.mkklcdnv6temp.com/30/j/20-1583502195.jpg
Get Out Of Entertainment Circle,Chapter 100,"Apr 27,20",170,"Drama,Ecchi,Romance,Shoujo,Webtoons",Ongoing,4.13,https://avt.mkklcdnv6temp.com/6/u/20-1583501268.jpg
My Badboy Prince,Chapter 196,"Apr 11,20",172,"Romance,Shoujo,Supernatural,Webtoons",Ongoing,4.13,https://avt.mkklcdnv6temp.com/38/e/19-1583500574.jpg
The Tale Of Deer In The Woods,Chapter 63,"Apr 06,20",173,"Romance,Supernatural",Ongoing,4.13,https://avt.mkklcdnv6temp.com/41/l/20-1583575735.jpg
You Ain't Qualified Elf As I Need...,"Vol.1 Chapter 7: Gradually, The Black And The White","Mar 01,20",180,"Adult,Comedy,Ecchi,Fantasy,Harem,Romance,Seinen",Ongoing,4.13,https://avt.mkklcdnv6temp.com/27/v/19-1583500197.jpg
Psychic Contract,Chapter 100,"Feb 25,20",181,"Action,Adventure,Comedy,Fantasy,Romance",Ongoing,4.13,https://avt.mkklcdnv6temp.com/24/a/19-1583500060.jpg
My Bodyguard Is Four-Foot-Two,Chapter 7: The Calm Before The Storm,"Nov 14,19",201,"Action,Comedy,Shounen ai,Webtoons",Ongoing,4.13,https://avt.mkklcdnv6temp.com/30/z/19-1583500320.jpg
Hidden Marriage,Chapter 57,"Sep 24,19",211,"Romance,Webtoons",Ongoing,4.13,https://avt.mkklcdnv6temp.com/20/a/19-1583499879.jpg
My Giant Nerd Boyfriend,Chapter 333: Cooking (1),"Aug 09,19",220,"Slice of life,Webtoons",Ongoing,4.13,https://avt.mkklcdnv6temp.com/9/x/15-1583491817.jpg
Akai Proposal,Chapter 1: Akai Propose 1,"Apr 15,19",238,"Comedy,Romance,Slice of life,Yaoi",Ongoing,4.13,https://avt.mkklcdnv6temp.com/17/z/18-1583497788.jpg
Nicholalala,Chapter 155 : Ep. 155 - The Last,"Jul 29,18",276,"Comedy,Slice of life,Webtoons",Ongoing,4.13,https://avt.mkklcdnv6temp.com/28/f/1-1583464798.jpg
Yajuu Ga Koibito,Chapter 1 : Oneshot,"Sep 13,17",338,"Comedy,Yaoi",Ongoing,4.13,https://avt.mkklcdnv6temp.com/46/a/15-1583493321.jpg
Yaki Mochi Yaki Na Koimonogatari,Vol.1 Ch.4 : Ibkei!,"Jan 21,16",395,"Romance,School life,Shoujo,Smut",Ongoing,4.13,https://avt.mkklcdnv6temp.com/20/s/11-1583484764.jpg
Chichi No Jikan,Vol.1 Chapter 10: Kyuuichi's Creep?!,"Dec 28,19",193,"Adult,Comedy,Ecchi,Gender bender,Mature,Sci fi,Seinen,Slice of life",Ongoing,4.13,https://avt.mkklcdnv6temp.com/47/s/19-1583500910.jpg
Koukou Kyuuji Zawa-San,Vol.4 Chapter 51: August 31St,"Jun 11,20",161,"Comedy,Seinen,Slice of life,Sports",Ongoing - No Set Relea,4.13,https://avt.mkklcdnv6temp.com/48/n/2-1583467567.jpg
All For 9900 Won,Chapter 10,"Apr 05,21",35,"Drama,Smut,Yaoi",Unknown,4.13,https://avt.mkklcdnv6temp.com/44/b/18-1583498808.jpg
Salad Days,Chapter 64: Free For Life,"Mar 05,21",67,"Comedy,Drama,Romance,Slice of life",Completed,4.12,https://avt.mkklcdnv6temp.com/45/t/4-1583471613.jpg
Ipheion,Chapter 6: Shabon [End],"Aug 21,19",218,"School life,Shoujo ai",Completed,4.12,https://avt.mkklcdnv6temp.com/1/m/10-1583484041.jpg
Musume-Iri Hako,Chapter 8: We Don't Learn Carelessly,"Feb 19,19",247,"One shot,Romance,Sci fi,Shounen",Completed,4.12,https://avt.mkklcdnv6temp.com/27/c/7-1583477280.jpg
Love Kitchen,Vol.1 Ch.1 : Love Kitchen,"Jan 20,16",495,"Doujinshi,One shot,Smut,Yaoi",Completed,4.12,https://avt.mkklcdnv6temp.com/30/n/12-1583486965.jpg
Oujitachi Wa Izonsuru,Vol.1 Ch.3.6,"Jan 20,16",522,"Drama,Mature,Romance,Shoujo,Smut",Completed,4.12,https://avt.mkklcdnv6temp.com/11/c/12-1583486223.jpg
Mada Koi Towa Shirazu Ni,Chapter 5.6: Mada Koi Towa Shirazu Ni Dj – Hisureba Hana (Secret Flower),"Oct 12,20",132,"Drama,Historical,Yaoi",Completed,4.12,https://avt.mkklcdnv6temp.com/28/j/12-1583486883.jpg
Senior! Don't Pull My Skirt,Chapter 5 : He Is Confessing To Me?,"Apr 26,21",10,"Drama,Gender bender,Romance,School life,Shounen ai,Yaoi",Ongoing,4.12,https://avt.mkklcdnv6temp.com/47/p/23-1617160299.jpg
Shikanoko Nokonoko Koshitantan,Chapter 11,"Apr 12,21",30,"Comedy,School life,Shounen",Ongoing,4.12,https://avt.mkklcdnv6temp.com/9/j/22-1599328193.jpg
An Abyss,Chapter 8,"Mar 09,21",62,"Drama,Historical,Romance,Yaoi",Ongoing,4.12,https://avt.mkklcdnv6temp.com/17/j/22-1600506076.jpg
Beyond The Mountains And The Sea,Chapter 15: Leave And Let Me Fight,"Feb 03,21",94,"Adventure,Gender bender,Romance,Webtoons",Ongoing,4.12,https://avt.mkklcdnv6temp.com/21/i/17-1583496026.jpg
The Actress: Sweet Sponsor’S Seduction,Chapter 47,"Sep 16,20",140,"Action,Romance,Webtoons",Ongoing,4.12,https://avt.mkklcdnv6temp.com/2/w/22-1598169734.jpg
Wu Ji Jian Shen,Chapter 15,"Aug 11,20",149,"Action,Adventure,Fantasy,Martial arts,Shounen",Ongoing,4.12,https://avt.mkklcdnv6temp.com/6/x/8-1583478441.jpg
Junjou,Your Obsession (Junjou Daria Booklet),"Jan 24,19",251,Yaoi,Ongoing,4.12,https://avt.mkklcdnv6temp.com/11/u/16-1583493899.jpg
Nigai No Theme,Chapter 5.5,"Jul 27,18",276,"Drama,Mature,Romance,Yaoi",Ongoing,4.12,https://avt.mkklcdnv6temp.com/41/u/16-1583494964.jpg
Tokyo Dted,Chapter 25,"Mar 05,18",300,"Adult,Drama,Mature,Romance,Seinen,Slice of life",Ongoing,4.12,https://avt.mkklcdnv6temp.com/37/d/2-1583467126.jpg
Athena Complex,Chapter 118,"Apr 23,21",19,"Action,Adventure,Fantasy,Webtoons",Ongoing,4.12,https://avt.mkklcdnv6temp.com/37/e/14-1583491045.jpg
Girls Beyond The Youth Koya (Tsukune Taira),Chapter 16,"Apr 26,21",11,"Comedy,Ecchi,Romance,School life,Shounen,Slice of life",Ongoing,4.12,https://avt.mkklcdnv6temp.com/38/e/18-1583498575.jpg
Kiss Mo Dekinakatta,Chapter 5,"Oct 30,17",335,Yaoi,Ongoing - Ongoing,4.12,https://avt.mkklcdnv6temp.com/40/r/15-1583493127.jpg
A Prince Of A Guy,Vol.1,"Dec 27,19",193,Romance,Completed,4.11,https://avt.mkklcdnv6temp.com/12/j/20-1583501509.jpg
Romance Of Flash Wedding,Chapter 140 [ End ],"Dec 20,19",195,Drama,Completed,4.11,https://avt.mkklcdnv6temp.com/8/k/20-1583501350.jpg
Hug Kiss Akushu,Vol.1 Chapter 5.5,"Jun 24,19",228,"School life,Slice of life,Yaoi",Completed,4.11,https://avt.mkklcdnv6temp.com/13/x/13-1583488249.jpg
An Incomplete Life,Chapter 1: First Move ,"Sep 28,17",337,"Slice of life,Webtoons",Completed,4.11,https://avt.mkklcdnv6temp.com/2/s/14-1583489783.jpg
Cynthia The Mission,Chapter 42 : End (Vol 9 Complete),"Jan 20,16",486,"Action,Comedy,Martial arts,Mature,Shounen",Completed,4.11,https://avt.mkklcdnv6temp.com/3/a/4-1583469770.jpg
Dounika Naru Hibi,Vol.2 Ch.15,"Jan 20,16",498,"Adult,Drama,Mature,Romance,Smut,Yuri",Completed,4.11,https://avt.mkklcdnv6temp.com/21/e/6-1583475002.jpg
Master,Vol.1 Ch.2 : Master,"Jan 20,16",501,"One shot,Yaoi",Completed,4.11,https://avt.mkklcdnv6temp.com/25/v/12-1583486781.jpg
Getting Used To Being Friends,Ch.0 : [Oneshot],"Jan 20,16",543,"One shot,Shoujo ai",Completed,4.11,https://avt.mkklcdnv6temp.com/50/j/8-1583480107.jpg
Rikashitsu,Ch.0 : [Oneshot],"Jan 20,16",545,"One shot,School life,Smut,Yaoi",Completed,4.11,https://avt.mkklcdnv6temp.com/49/f/8-1583480058.jpg
Affair,Vol.1 Ch.5 : Erotic Affair,"Jan 20,16",614,"Drama,Yaoi",Completed,4.11,https://avt.mkklcdnv6temp.com/14/l/7-1583476826.jpg
Cultivation Return On Campus,Chapter 215,"Apr 26,21",8,"Action,Adventure,Comedy,Drama,Fantasy,Romance",Ongoing,4.11,https://avt.mkklcdnv6temp.com/50/i/21-1597759220.jpg
Prince Charming’S Lovely Gaze,Chapter 81,"Apr 26,21",9,"Psychological,Romance,Slice of life,Webtoons",Ongoing,4.11,https://avt.mkklcdnv6temp.com/45/b/22-1607748474.jpg
Love At First Sight,Chapter 76,"Apr 26,21",10,"Comedy,Romance,School life,Shoujo,Slice of life,Manhwa",Ongoing,4.11,https://avt.mkklcdnv6temp.com/39/z/20-1583573222.jpg
My Beautiful Time With You,Chapter 194,"Apr 23,21",19,"Comedy,Romance,Webtoons",Ongoing,4.11,https://avt.mkklcdnv6temp.com/38/t/18-1583498598.jpg
"No Way, My Best Actress Wife",Chapter 162,"Apr 22,21",20,"Romance,Webtoons",Ongoing,4.11,https://avt.mkklcdnv6temp.com/25/a/20-1583501987.jpg
The Butterfly Girl,Chapter 37,"Apr 20,21",24,"Drama,Fantasy",Ongoing,4.11,https://avt.mkklcdnv6temp.com/19/u/23-1612409339.jpg
Otowa’S After School Secrets,Chapter 40,"Apr 05,21",35,"Comedy,Drama,Romance,School life,Slice of life",Ongoing,4.11,https://avt.mkklcdnv6temp.com/38/q/22-1605756730.jpg
My Purrfect Boss!,Chapter 38.5 : Chapter 38.5 : Creator's Note,"Apr 01,21",37,"Comedy,Mature,Shounen ai,Smut,Supernatural,Webtoons,Yaoi",Ongoing,4.11,https://avt.mkklcdnv6temp.com/48/r/23-1617248395.jpg
Suki Koso Momo No Jouzu Nare!,Vol.2 Chapter 15: A Story About Interacting With A Crossdressing Boy (男の娘),"Mar 17,21",48,"Comedy,Romance,Shounen ai,Slice of life",Ongoing,4.11,https://avt.mkklcdnv6temp.com/14/x/23-1612108186.jpg
Sakura No Sakai,Chapter 6,"Feb 23,21",79,"Seinen,Shoujo ai,Slice of life",Ongoing,4.11,https://avt.mkklcdnv6temp.com/28/i/3-1583468793.jpg
Scheming Bosses Are Into Me,Chapter 138,"Jan 08,21",106,"Psychological,Romance,Slice of life,Webtoons",Ongoing,4.11,https://avt.mkklcdnv6temp.com/7/f/22-1598893509.jpg
Seikai No Monshou (Yonemura Kouichirou),Chapter 22,"Jan 04,21",108,"Action,Adventure,Drama,Romance,Sci fi,Seinen",Ongoing,4.11,https://avt.mkklcdnv6temp.com/19/j/8-1583478910.jpg
Sharing A Pillow With A Rabbit,Chapter 3,"Nov 28,20",120,"Action,Comedy,Drama,Fantasy,Tragedy",Ongoing,4.11,https://avt.mkklcdnv6temp.com/39/k/22-1605887277.jpg
Cinderella Closet,Chapter 2: Stage 2,"Nov 29,20",120,"Drama,Gender bender,Romance,Shoujo",Ongoing,4.11,https://avt.mkklcdnv6temp.com/40/w/22-1606459667.jpg
Till The Next Time,Chapter 3,"Nov 14,20",123,"Romance,School life,Shoujo,Webtoons",Ongoing,4.11,https://avt.mkklcdnv6temp.com/42/f/19-1583500720.jpg
Bound To You,Chapter 100,"Oct 27,20",128,"Romance,Webtoons",Ongoing,4.11,https://avt.mkklcdnv6temp.com/16/g/20-1583501657.jpg
Dragon Amulet: The Emperor And The Country,Chapter 107,"Sep 30,20",136,"Action,Fantasy,Historical",Ongoing,4.11,https://avt.mkklcdnv6temp.com/21/v/22-1601439765.jpg
Escape Game,Chapter 3,"Sep 17,20",140,"Action,Adventure,Horror,Martial arts",Ongoing,4.11,https://avt.mkklcdnv6temp.com/13/l/22-1600232014.jpg
"Don’T Move, Spy!",Chapter 7,"Jul 25,20",153,Drama,Ongoing,4.11,https://avt.mkklcdnv6temp.com/34/u/21-1594742710.jpg
Offal Island,Chapter 30: Epilogue,"Jul 15,20",155,"Action,Drama,Horror,Mystery,Psychological,Seinen,Tragedy",Ongoing,4.11,https://avt.mkklcdnv6temp.com/30/b/18-1583498246.jpg
"Sayonara Koibito, Mata Kite Tomodachi",Vol.1 Chapter 7,"Mar 07,20",179,"Mature,School life,Yaoi",Ongoing,4.11,https://avt.mkklcdnv6temp.com/4/w/14-1583489859.jpg
Love In Four Seasons,Chapter 90,"Jan 09,20",190,"Comedy,Romance,Slice of life",Ongoing,4.11,https://avt.mkklcdnv6temp.com/49/a/17-1583497034.jpg
Yuukoku No Rasputin,Vol.1 Chapter 5: An Infinitely Dangerous Ally,"Nov 01,19",204,"Drama,Mystery,Psychological,Seinen",Ongoing,4.11,https://avt.mkklcdnv6temp.com/28/f/15-1583492486.jpg
I Just Want A Girlfriend,Chapter 20,"Sep 20,19",212,"Comedy,Webtoons",Ongoing,4.11,https://avt.mkklcdnv6temp.com/22/w/17-1583496080.jpg
Red Strings Under The Moonlight,Chapter 3,"Jul 20,19",224,"Fantasy,Romance,Shounen ai,Webtoons",Ongoing,4.11,https://avt.mkklcdnv6temp.com/42/v/18-1583498760.jpg
Reo And Mabu ~Together They're Sarazanmai~,Omake 2,"Jul 12,19",225,"Comedy,Fantasy,Romance,Shounen ai,Yaoi",Ongoing,4.11,https://avt.mkklcdnv6temp.com/12/e/18-1583497553.jpg
Cash Boy,Chapter 13: Vol.2 Scene 13: Final Escape [End],"Oct 13,18",266,"Adult,Drama,Romance,Seinen",Ongoing,4.11,https://avt.mkklcdnv6temp.com/12/i/17-1583495712.jpg
Doodle For Food,Chapter 312 : Vacation Part 2,"Jul 08,18",279,"Comedy,Slice of life,Webtoons",Ongoing,4.11,https://avt.mkklcdnv6temp.com/8/f/1-1583463989.jpg
Daidai No Recipe,Ch.5.5,"Mar 28,17",353,"Romance,Slice of life,Yaoi",Ongoing,4.11,https://avt.mkklcdnv6temp.com/14/h/15-1583491975.jpg
Hebi No Seikatsu,Vol.1 Ch.7 : Extra [End],"Jan 15,17",360,"Drama,School life,Slice of life,Yaoi",Ongoing,4.11,https://avt.mkklcdnv6temp.com/46/i/14-1583491354.jpg
Love Ho No Ojousama,Vol.1 Ch.4,"Jan 20,16",495,"Comedy,Romance,School life,Shoujo",Ongoing,4.11,https://avt.mkklcdnv6temp.com/30/o/12-1583486966.jpg
Gogo No Ihoujin,Vol.1 Ch.1 : Afternoon's Lovely Stranger,"Jan 20,16",616,Yaoi,Ongoing,4.11,https://avt.mkklcdnv6temp.com/36/d/12-1583487182.jpg
"Oki No Doku Desu Ga, Bouken No Sho Wa Maou No Mono Ni Narimashita.",Vol.1 Ch.1 : The Decision Of The Demon Lord,"May 31,16",383,"Action,Adventure,Fantasy,Harem,Horror,Seinen,Smut,Tragedy",Ongoing,4.11,https://avt.mkklcdnv6temp.com/48/d/13-1583489523.jpg
Re:birth 2 - The Life Taker,Chapter 0.3,"Nov 11,17",334,"Action,Drama,Mature,Seinen,Supernatural",Ongoing,4.11,https://avt.mkklcdnv6temp.com/8/q/15-1583491774.jpg
Maku Musubi,Chapter 1: Around The Drama,"Oct 25,20",129,"Drama,School life,Seinen,Slice of life",Ongoing,4.11,https://avt.mkklcdnv6temp.com/31/k/22-1603559813.jpg
I Offer My Neck To You,Chapter 16,"Mar 19,21",43,"Shounen ai,Webtoons",Ongoing,4.11,https://avt.mkklcdnv6temp.com/13/q/22-1600233936.jpg
Bio Luminescence,Chapter 38,"Mar 19,18",296,,Updating,4.11,https://avt.mkklcdnv6temp.com/11/z/14-1583490171.jpg
Junsui Adolescence,Chapter 1: Prologue - Hidden Name,"May 02,20",169,"Drama,School life,Shoujo ai",Completed,4.1,https://avt.mkklcdnv6temp.com/49/x/10-1583483979.jpg
Many,Vol.1 Ch.3,"Jan 20,16",507,"Romance,School life,Shoujo,Yuri",Completed,4.1,https://avt.mkklcdnv6temp.com/21/r/9-1583480945.jpg
Othello (Yaoi),Vol.1 Ch.5 : Night's Abyss,"Jan 20,16",520,"Shounen ai,Yaoi",Completed,4.1,https://avt.mkklcdnv6temp.com/12/j/12-1583486269.jpg
...no Onna,Vol.1 Ch.4 : The Negative Girl,"Jan 20,16",617,"Romance,School life,Shoujo",Completed,4.1,https://avt.mkklcdnv6temp.com/12/o/7-1583476757.jpg
"Mommy Is Coming In, Dad Please Take It",Chapter 45.5,"Apr 22,21",20,"Drama,Romance,Slice of life",Ongoing,4.1,https://avt.mkklcdnv6temp.com/29/v/22-1603382172.jpg
Botanic Romance,Chapter 3,"Apr 01,21",37,"Comedy,Fantasy,Shounen ai,Slice of life,Webtoons,Manhua",Ongoing,4.1,https://avt.mkklcdnv6temp.com/47/j/23-1617121759.jpg
Legend: The Beginning,Chapter 132,"Mar 27,21",40,"Action,School life,Webtoons",Ongoing,4.1,https://avt.mkklcdnv6temp.com/13/w/18-1583497623.jpg
Witch Guild Fantasia,Chapter 5: Rebecca,"Mar 19,21",44,"Action,Drama,Fantasy,Yuri",Ongoing,4.1,https://avt.mkklcdnv6temp.com/40/f/23-1615509970.jpg
"The World Is Full Of Monsters Now, Therefore I Want To Live As I Wish",Chapter 18,"Mar 07,21",64,"Action,Adventure,Fantasy",Ongoing,4.1,https://avt.mkklcdnv6temp.com/21/z/20-1583501868.jpg
Heat The Pig Liver,Chapter 2,"Mar 07,21",65,"Adventure,Comedy,Ecchi,Fantasy,Romance,Shounen",Ongoing,4.1,https://avt.mkklcdnv6temp.com/37/d/23-1614875999.jpg
Wani Bunsho,Chapter 19: Dracula Does Tokyo,"Feb 20,21",82,"Action,Adult,Drama,Mature,Mystery,Seinen",Ongoing,4.1,https://avt.mkklcdnv6temp.com/35/k/13-1583489009.jpg
Mugen No Gunkan Yamato,Chapter 4: Isoroku Yamamoto,"Jan 27,21",98,"Action,Historical,Seinen,Supernatural",Ongoing,4.1,https://avt.mkklcdnv6temp.com/8/p/23-1611114946.jpg
Henjo - Hen Na Jyoshi Kousei Amaguri Senko,Vol.15 Chapter 99,"Jan 16,21",103,"Comedy,Ecchi,Romance,Seinen,Slice of life",Ongoing,4.1,https://avt.mkklcdnv6temp.com/43/g/20-1583931296.jpg
Scarlet Freesia,Chapter 2,"Jan 13,21",104,"Adult,Yaoi",Ongoing,4.1,https://avt.mkklcdnv6temp.com/6/e/23-1610509395.jpg
Boku No Marie,Vol.8 Chapter 89: An Ordinary Girl,"Jan 09,21",106,"Comedy,Ecchi,Harem,Romance,Sci fi,Seinen",Ongoing,4.1,https://avt.mkklcdnv6temp.com/45/k/1-1583465494.jpg
Secret Sweetheart,Chapter 14,"Dec 25,20",112,"Drama,Romance,Webtoons",Ongoing,4.1,https://avt.mkklcdnv6temp.com/22/e/21-1590950472.jpg
Jinki: Extend,Chapter 4: True Opponent,"Dec 18,20",115,"Action,Adult,Ecchi,Mecha,Shounen,Supernatural",Ongoing,4.1,https://avt.mkklcdnv6temp.com/15/b/21-1589771284.jpg
Mikansei Lovers,Vol.2 Chapter 6,"Dec 02,20",119,"Romance,School life,Shoujo",Ongoing,4.1,https://avt.mkklcdnv6temp.com/4/w/3-1583467824.jpg
I'm Sorry. Princess Knight Teacher (Webcomic),Chapter 24: A Highway That Flies Off,"Nov 28,20",120,"Comedy,Ecchi,School life,Slice of life",Ongoing,4.1,https://avt.mkklcdnv6temp.com/45/e/17-1583496891.jpg
Seasons Of Canvas,Chapter 1,"Nov 19,20",122,"Drama,Romance,Shoujo ai",Ongoing,4.1,https://avt.mkklcdnv6temp.com/38/z/22-1605777797.jpg
Lady Chinoiserie,Chapter 22: The End,"Aug 15,20",148,"Josei,Slice of life,Supernatural",Ongoing,4.1,https://avt.mkklcdnv6temp.com/38/b/21-1595695004.jpg
Silkflower Fantasy Dream,Chapter 23,"Jul 10,20",156,"Comedy,Drama,Psychological,Romance,Shoujo ai,Slice of life,Tragedy",Ongoing,4.1,https://avt.mkklcdnv6temp.com/50/y/20-1585973353.jpg
Haruru's Short Stories,Chapter 3: Beats!,"Mar 28,20",175,"Romance,Shoujo ai,Slice of life,Yuri",Ongoing,4.1,https://avt.mkklcdnv6temp.com/43/x/5-1583473614.jpg
Your Modern White Knight,Chapter 79,"Feb 26,20",181,"Action,Comedy,Drama,Fantasy,Harem,Martial arts,Romance,Supernatural,Webtoons",Ongoing,4.1,https://avt.mkklcdnv6temp.com/36/y/18-1583498528.jpg
Xixi Romance,Chapter 60 [End],"Sep 24,19",211,"Romance,Webtoons",Ongoing,4.1,https://avt.mkklcdnv6temp.com/24/q/19-1583500080.jpg
Maji Bura!?,Chapter 12: The First Time And The First Time Always Hurts,"Sep 06,19",215,"Adult,Comedy,Ecchi,Fantasy,Mature,Romance,Seinen,Supernatural",Ongoing,4.1,https://avt.mkklcdnv6temp.com/39/j/10-1583483595.jpg
Tsuiteru Kanojo (Niku),Vol.3 Chapter 26.5,"Mar 06,19",245,"Comedy,Ecchi,Gender bender,Romance,Seinen",Ongoing,4.1,https://avt.mkklcdnv6temp.com/14/f/2-1583466248.jpg
Lost In Zombie City,Chapter 12,"Nov 18,18",261,"Action,Adventure,Martial arts,Mature,Supernatural",Ongoing,4.1,https://avt.mkklcdnv6temp.com/7/c/17-1583495516.jpg
Nana-Hon No Ken,Chapter 8,"Jul 09,18",279,"Action,Adventure,Seinen,Supernatural,Tragedy",Ongoing,4.1,https://avt.mkklcdnv6temp.com/13/b/2-1583466206.jpg
"Kare Wa Ima, Koi O Shite Iru.",Chapter 4,"May 09,17",349,"Romance,School life,Shoujo",Ongoing,4.1,https://avt.mkklcdnv6temp.com/8/t/2-1583466031.jpg
Hana No Aru Seikatsu,Vol.1 Chapter 8 : Extras,"Jan 20,16",619,"Comedy,School life,Smut,Yaoi",Ongoing,4.1,https://avt.mkklcdnv6temp.com/33/x/12-1583487099.jpg
The Game Of Points,Chapter 17 : Another Game Begins,"Nov 14,17",333,"Adventure,Comedy,Mystery,Sci fi",Ongoing,4.1,https://avt.mkklcdnv6temp.com/28/j/15-1583492509.jpg
Koharu Biyori (Nekoume),Vol.2 Chapter 17,"Dec 24,20",113,"Ecchi,Seinen,Slice of life",Ongoing,4.1,https://avt.mkklcdnv6temp.com/15/s/18-1583497696.jpg
 The Poisonous Genius Consort Is Too Arrogant,Chapter 6,"Apr 21,21",23,"Action,Fantasy,Martial arts",Ongoing,4.1,https://avt.mkklcdnv6temp.com/45/m/23-1616733088.jpg
Oujosama To Bodyguard,Vol.1 Ch.1,"Jan 20,16",522,"Josei,One shot,Romance",Completed,4.09,https://avt.mkklcdnv6temp.com/11/b/12-1583486222.jpg
Fake Bride,Chapter 71,"Apr 27,21",6,"Drama,Romance",Ongoing,4.09,https://avt.mkklcdnv6temp.com/3/h/21-1587084155.jpg
Apocalyptic Super System,Chapter 144,"Apr 24,21",15,"Action,Adventure,Fantasy,Horror",Ongoing,4.09,https://avt.mkklcdnv6temp.com/50/q/20-1585844269.jpg
Black Lotus,Chapter 45,"Apr 19,21",25,"Romance,Shounen ai",Ongoing,4.09,https://avt.mkklcdnv6temp.com/12/w/23-1611979155.jpg
Rules For Peddling In Another World,Chapter 56: Chaotic Battle,"Feb 26,21",76,"Adventure,Comedy,Fantasy,Shounen,Isekai",Ongoing,4.09,https://avt.mkklcdnv6temp.com/44/r/19-1583500802.jpg
Kutsuzure Sensen,Chapter 21: Nadya's War [End],"Feb 20,21",82,"Comedy,Historical,Seinen,Supernatural",Ongoing,4.09,https://avt.mkklcdnv6temp.com/41/f/12-1583487391.jpg
My Amazing Wechat,Chapter 296,"Jan 31,21",96,"Action,Ecchi,Fantasy,School life,Manhua",Ongoing,4.09,https://avt.mkklcdnv6temp.com/2/c/19-1583499144.jpg
A Pair Of Otakus,Chapter 34,"Jan 27,21",98,"Comedy,Drama,Romance,School life,Shounen ai,Webtoons",Ongoing,4.09,https://avt.mkklcdnv6temp.com/12/k/17-1583495714.jpg
Inescapable Runaway Love,Chapter 167,"Dec 18,20",115,"Comedy,Romance,Webtoons",Ongoing,4.09,https://avt.mkklcdnv6temp.com/41/a/17-1583496741.jpg
Mousukoshi Yoru Ga Nagakereba,Chapter 6 [End],"Dec 06,20",118,"Drama,Smut,Yaoi",Ongoing,4.09,https://avt.mkklcdnv6temp.com/20/v/12-1583486583.jpg
Zhou Cheng Yi’S Bumpy First Love,Chapter 2.3,"Nov 29,20",120,"Romance,Shounen ai",Ongoing,4.09,https://avt.mkklcdnv6temp.com/40/f/22-1606378966.jpg
The Hunter King,Chapter 6,"Oct 31,20",127,Adventure,Ongoing,4.09,https://avt.mkklcdnv6temp.com/33/e/22-1603951021.jpg
Raw Hero,Vol.6 Chapter 41,"Aug 20,20",147,"Action,Adult,Comedy,Ecchi,Romance,School life,Seinen,Slice of life",Ongoing,4.09,https://avt.mkklcdnv6temp.com/22/e/17-1583496056.jpg
Under City,Chapter 8,"Jun 29,20",158,"Action,Horror,Mystery,Psychological,Sci fi,Webtoons",Ongoing,4.09,https://avt.mkklcdnv6temp.com/26/u/11-1583484983.jpg
A Tree Spirit,Chapter 24.2: Side Stories,"Dec 09,19",197,"Fantasy,Romance,Shounen ai,Supernatural,Webtoons",Ongoing,4.09,https://avt.mkklcdnv6temp.com/18/r/19-1583499831.jpg
Night Hunter,Chapter 55,"Nov 27,19",199,"Action,Fantasy",Ongoing,4.09,https://avt.mkklcdnv6temp.com/23/t/19-1583500050.jpg
Ato De Shimai Masu.,Chapter 1,"Oct 05,18",267,"Comedy,Shoujo ai,Slice of life",Ongoing,4.09,https://avt.mkklcdnv6temp.com/10/n/17-1583495642.jpg
Atari Nikki - Onnanoko Ni Nacchau Hanashi,Chapter 11,"Jan 20,16",497,"Comedy,Gender bender,School life,Seinen",Ongoing,4.09,https://avt.mkklcdnv6temp.com/27/h/9-1583481172.jpg
"Girl, You'd Better Give In",Chapter 68,"Oct 04,19",209,"Romance,School life,Webtoons",Ongoing,4.09,https://avt.mkklcdnv6temp.com/15/w/18-1583497707.jpg
Being The World's Second Best Is Alright,Chapter 4,"Dec 15,19",196,"Comedy,Fantasy",Ongoing,4.09,https://avt.mkklcdnv6temp.com/7/a/20-1583501293.jpg
Hitogoto Desukara!,Chapter 4: A Woman With Expectations,"Dec 21,20",114,"Comedy,Josei,Romance,Yuri",Ongoing,4.09,https://avt.mkklcdnv6temp.com/45/m/22-1607915641.jpg
Age Matters,Chapter 133,"Apr 21,21",23,"Comedy,Romance,Webtoons",Ongoing,4.09,https://avt.mkklcdnv6temp.com/22/g/17-1583496058.jpg
Fortune Telling Online Is Imba,Chapter 88,"Apr 24,21",15,"Adventure,Fantasy,Manhua",Ongoing,4.09,https://avt.mkklcdnv6temp.com/38/l/21-1595779704.jpg
Sensei X Seito Anthology,Vol.1 Chapter 9: Mischief,"May 14,19",234,"Josei,Romance",Unknown,4.09,https://avt.mkklcdnv6temp.com/25/e/18-1583498070.jpg
